L1Seed,PileUp,Total,Prescale0,Fired0,
L1_SingleIsoEG24er1p5,45.2,26867,0,0,
L1_SingleIsoEG24er1p5,45.4,26823,0,0,
L1_SingleIsoEG24er1p5,45.5,53475,0,0,
L1_SingleIsoEG24er1p5,45.6,26739,0,0,
L1_SingleIsoEG24er1p5,45.7,26474,0,0,
L1_SingleIsoEG24er1p5,45.8,53643,0,0,
L1_SingleIsoEG24er2p1,-1,26327,0,0,
L1_SingleIsoEG24er2p1,5.2,26913,0,0,
L1_SingleIsoEG24er2p1,5.3,27004,0,0,
L1_SingleIsoEG24er2p1,9.1,27027,0,0,
L1_SingleIsoEG24er2p1,12.8,26972,0,0,
L1_SingleIsoEG24er2p1,19.9,26899,0,0,
L1_SingleIsoEG24er2p1,20.5,27040,0,0,
L1_SingleIsoEG24er2p1,25.5,26794,0,0,
L1_SingleIsoEG24er2p1,26,27006,0,0,
L1_SingleIsoEG24er2p1,33.7,26805,0,0,
L1_SingleIsoEG24er2p1,33.8,26708,0,0,
L1_SingleIsoEG24er2p1,35.3,26746,0,0,
L1_SingleIsoEG24er2p1,36.4,26788,0,0,
L1_SingleIsoEG24er2p1,36.9,8935,0,0,
L1_SingleIsoEG24er2p1,37,8990,0,0,
L1_SingleIsoEG24er2p1,37.1,53549,0,0,
L1_SingleIsoEG24er2p1,37.2,27016,0,0,
L1_SingleIsoEG24er2p1,37.3,17810,0,0,
L1_SingleIsoEG24er2p1,37.4,44789,0,0,
L1_SingleIsoEG24er2p1,37.5,116099,0,0,
L1_SingleIsoEG24er2p1,37.6,44816,0,0,
L1_SingleIsoEG24er2p1,37.7,85090,0,0,
L1_SingleIsoEG24er2p1,37.8,134244,0,0,
L1_SingleIsoEG24er2p1,37.9,35764,0,0,
L1_SingleIsoEG24er2p1,38,107409,0,0,
L1_SingleIsoEG24er2p1,38.1,67789,0,0,
L1_SingleIsoEG24er2p1,38.2,89480,0,0,
L1_SingleIsoEG24er2p1,38.3,150254,0,0,
L1_SingleIsoEG24er2p1,38.4,134270,0,0,
L1_SingleIsoEG24er2p1,38.5,152188,0,0,
L1_SingleIsoEG24er2p1,38.6,134282,0,0,
L1_SingleIsoEG24er2p1,38.7,80442,0,0,
L1_SingleIsoEG24er2p1,38.8,116273,0,0,
L1_SingleIsoEG24er2p1,38.9,125176,0,0,
L1_SingleIsoEG24er2p1,39,133773,0,0,
L1_SingleIsoEG24er2p1,39.1,80634,0,0,
L1_SingleIsoEG24er2p1,39.2,80541,0,0,
L1_SingleIsoEG24er2p1,39.3,268525,0,0,
L1_SingleIsoEG24er2p1,39.4,125281,0,0,
L1_SingleIsoEG24er2p1,39.5,89405,0,0,
L1_SingleIsoEG24er2p1,39.6,134064,0,0,
L1_SingleIsoEG24er2p1,39.7,107143,0,0,
L1_SingleIsoEG24er2p1,39.8,134224,0,0,
L1_SingleIsoEG24er2p1,39.9,107417,0,0,
L1_SingleIsoEG24er2p1,40,107409,0,0,
L1_SingleIsoEG24er2p1,40.1,160718,0,0,
L1_SingleIsoEG24er2p1,40.2,107394,0,0,
L1_SingleIsoEG24er2p1,40.3,80430,0,0,
L1_SingleIsoEG24er2p1,40.4,187881,0,0,
L1_SingleIsoEG24er2p1,40.5,187992,0,0,
L1_SingleIsoEG24er2p1,40.6,133660,0,0,
L1_SingleIsoEG24er2p1,40.7,241887,0,0,
L1_SingleIsoEG24er2p1,40.8,214725,0,0,
L1_SingleIsoEG24er2p1,40.9,133950,0,0,
L1_SingleIsoEG24er2p1,41,134102,0,0,
L1_SingleIsoEG24er2p1,41.1,267784,0,0,
L1_SingleIsoEG24er2p1,41.2,188008,0,0,
L1_SingleIsoEG24er2p1,41.3,294403,0,0,
L1_SingleIsoEG24er2p1,41.4,223555,0,0,
L1_SingleIsoEG24er2p1,41.5,241025,0,0,
L1_SingleIsoEG24er2p1,41.6,26809,0,0,
L1_SingleIsoEG24er2p1,41.7,214824,0,0,
L1_SingleIsoEG24er2p1,41.8,80470,0,0,
L1_SingleIsoEG24er2p1,41.9,80388,0,0,
L1_SingleIsoEG24er2p1,42.1,107389,0,0,
L1_SingleIsoEG24er2p1,42.2,53605,0,0,
L1_SingleIsoEG24er2p1,42.3,160414,0,0,
L1_SingleIsoEG24er2p1,42.4,26345,0,0,
L1_SingleIsoEG24er2p1,42.5,107250,0,0,
L1_SingleIsoEG24er2p1,42.6,80587,0,0,
L1_SingleIsoEG24er2p1,42.7,134049,0,0,
L1_SingleIsoEG24er2p1,42.8,80368,0,0,
L1_SingleIsoEG24er2p1,42.9,107368,0,0,
L1_SingleIsoEG24er2p1,43,26882,0,0,
L1_SingleIsoEG24er2p1,43.1,53137,0,0,
L1_SingleIsoEG24er2p1,43.2,107197,0,0,
L1_SingleIsoEG24er2p1,43.3,107152,0,0,
L1_SingleIsoEG24er2p1,43.4,80358,0,0,
L1_SingleIsoEG24er2p1,43.5,187630,0,0,
L1_SingleIsoEG24er2p1,43.6,143161,0,0,
L1_SingleIsoEG24er2p1,43.7,107103,0,0,
L1_SingleIsoEG24er2p1,43.8,160451,0,0,
L1_SingleIsoEG24er2p1,43.9,186782,0,0,
L1_SingleIsoEG24er2p1,44,178642,0,0,
L1_SingleIsoEG24er2p1,44.1,133585,0,0,
L1_SingleIsoEG24er2p1,44.2,53536,0,0,
L1_SingleIsoEG24er2p1,44.3,80528,0,0,
L1_SingleIsoEG24er2p1,44.4,53515,0,0,
L1_SingleIsoEG24er2p1,44.5,53616,0,0,
L1_SingleIsoEG24er2p1,44.6,160868,0,0,
L1_SingleIsoEG24er2p1,44.7,106861,0,0,
L1_SingleIsoEG24er2p1,44.8,80492,0,0,
L1_SingleIsoEG24er2p1,44.9,26766,0,0,
L1_SingleIsoEG24er2p1,45,27058,0,0,
L1_SingleIsoEG24er2p1,45.2,26867,0,0,
L1_SingleIsoEG24er2p1,45.4,26823,0,0,
L1_SingleIsoEG24er2p1,45.5,53475,0,0,
L1_SingleIsoEG24er2p1,45.6,26739,0,0,
L1_SingleIsoEG24er2p1,45.7,26474,0,0,
L1_SingleIsoEG24er2p1,45.8,53643,0,0,
L1_SingleIsoEG26er1p5,-1,26327,0,0,
L1_SingleIsoEG26er1p5,5.2,26913,0,0,
L1_SingleIsoEG26er1p5,5.3,27004,0,0,
L1_SingleIsoEG26er1p5,9.1,27027,0,0,
L1_SingleIsoEG26er1p5,12.8,26972,0,0,
L1_SingleIsoEG26er1p5,19.9,26899,0,0,
L1_SingleIsoEG26er1p5,20.5,27040,0,0,
L1_SingleIsoEG26er1p5,25.5,26794,0,0,
L1_SingleIsoEG26er1p5,26,27006,0,0,
L1_SingleIsoEG26er1p5,33.7,26805,0,0,
L1_SingleIsoEG26er1p5,33.8,26708,0,0,
L1_SingleIsoEG26er1p5,35.3,26746,0,0,
L1_SingleIsoEG26er1p5,36.4,26788,0,0,
L1_SingleIsoEG26er1p5,36.9,8935,0,0,
L1_SingleIsoEG26er1p5,37,8990,0,0,
L1_SingleIsoEG26er1p5,37.1,53549,0,0,
L1_SingleIsoEG26er1p5,37.2,27016,0,0,
L1_SingleIsoEG26er1p5,37.3,17810,0,0,
L1_SingleIsoEG26er1p5,37.4,44789,0,0,
L1_SingleIsoEG26er1p5,37.5,116099,0,0,
L1_SingleIsoEG26er1p5,37.6,44816,0,0,
L1_SingleIsoEG26er1p5,37.7,85090,0,0,
L1_SingleIsoEG26er1p5,37.8,134244,0,0,
L1_SingleIsoEG26er1p5,37.9,35764,0,0,
L1_SingleIsoEG26er1p5,38,107409,0,0,
L1_SingleIsoEG26er1p5,38.1,67789,0,0,
L1_SingleIsoEG26er1p5,38.2,89480,0,0,
L1_SingleIsoEG26er1p5,38.3,150254,0,0,
L1_SingleIsoEG26er1p5,38.4,134270,0,0,
L1_SingleIsoEG26er1p5,38.5,152188,0,0,
L1_SingleIsoEG26er1p5,38.6,134282,0,0,
L1_SingleIsoEG26er1p5,38.7,80442,0,0,
L1_SingleIsoEG26er1p5,38.8,116273,0,0,
L1_SingleIsoEG26er1p5,38.9,125176,0,0,
L1_SingleIsoEG26er1p5,39,133773,0,0,
L1_SingleIsoEG26er1p5,39.1,80634,0,0,
L1_SingleIsoEG26er1p5,39.2,80541,0,0,
L1_SingleIsoEG26er1p5,39.3,268525,0,0,
L1_SingleIsoEG26er1p5,39.4,125281,0,0,
L1_SingleIsoEG26er1p5,39.5,89405,0,0,
L1_SingleIsoEG26er1p5,39.6,134064,0,0,
L1_SingleIsoEG26er1p5,39.7,107143,0,0,
L1_SingleIsoEG26er1p5,39.8,134224,0,0,
L1_SingleIsoEG26er1p5,39.9,107417,0,0,
L1_SingleIsoEG26er1p5,40,107409,0,0,
L1_SingleIsoEG26er1p5,40.1,160718,0,0,
L1_SingleIsoEG26er1p5,40.2,107394,0,0,
L1_SingleIsoEG26er1p5,40.3,80430,0,0,
L1_SingleIsoEG26er1p5,40.4,187881,0,0,
L1_SingleIsoEG26er1p5,40.5,187992,0,0,
L1_SingleIsoEG26er1p5,40.6,133660,0,0,
L1_SingleIsoEG26er1p5,40.7,241887,0,0,
L1_SingleIsoEG26er1p5,40.8,214725,0,0,
L1_SingleIsoEG26er1p5,40.9,133950,0,0,
L1_SingleIsoEG26er1p5,41,134102,0,0,
L1_SingleIsoEG26er1p5,41.1,267784,0,0,
L1_SingleIsoEG26er1p5,41.2,188008,0,0,
L1_SingleIsoEG26er1p5,41.3,294403,0,0,
L1_SingleIsoEG26er1p5,41.4,223555,0,0,
L1_SingleIsoEG26er1p5,41.5,241025,0,0,
L1_SingleIsoEG26er1p5,41.6,26809,0,0,
L1_SingleIsoEG26er1p5,41.7,214824,0,0,
L1_SingleIsoEG26er1p5,41.8,80470,0,0,
L1_SingleIsoEG26er1p5,41.9,80388,0,0,
L1_SingleIsoEG26er1p5,42.1,107389,0,0,
L1_SingleIsoEG26er1p5,42.2,53605,0,0,
L1_SingleIsoEG26er1p5,42.3,160414,0,0,
L1_SingleIsoEG26er1p5,42.4,26345,0,0,
L1_SingleIsoEG26er1p5,42.5,107250,0,0,
L1_SingleIsoEG26er1p5,42.6,80587,0,0,
L1_SingleIsoEG26er1p5,42.7,134049,0,0,
L1_SingleIsoEG26er1p5,42.8,80368,0,0,
L1_SingleIsoEG26er1p5,42.9,107368,0,0,
L1_SingleIsoEG26er1p5,43,26882,0,0,
L1_SingleIsoEG26er1p5,43.1,53137,0,0,
L1_SingleIsoEG26er1p5,43.2,107197,0,0,
L1_SingleIsoEG26er1p5,43.3,107152,0,0,
L1_SingleIsoEG26er1p5,43.4,80358,0,0,
L1_SingleIsoEG26er1p5,43.5,187630,0,0,
L1_SingleIsoEG26er1p5,43.6,143161,0,0,
L1_SingleIsoEG26er1p5,43.7,107103,0,0,
L1_SingleIsoEG26er1p5,43.8,160451,0,0,
L1_SingleIsoEG26er1p5,43.9,186782,0,0,
L1_SingleIsoEG26er1p5,44,178642,0,0,
L1_SingleIsoEG26er1p5,44.1,133585,0,0,
L1_SingleIsoEG26er1p5,44.2,53536,0,0,
L1_SingleIsoEG26er1p5,44.3,80528,0,0,
L1_SingleIsoEG26er1p5,44.4,53515,0,0,
L1_SingleIsoEG26er1p5,44.5,53616,0,0,
L1_SingleIsoEG26er1p5,44.6,160868,0,0,
L1_SingleIsoEG26er1p5,44.7,106861,0,0,
L1_SingleIsoEG26er1p5,44.8,80492,0,0,
L1_SingleIsoEG26er1p5,44.9,26766,0,0,
L1_SingleIsoEG26er1p5,45,27058,0,0,
L1_SingleIsoEG26er1p5,45.2,26867,0,0,
L1_SingleIsoEG26er1p5,45.4,26823,0,0,
L1_SingleIsoEG26er1p5,45.5,53475,0,0,
L1_SingleIsoEG26er1p5,45.6,26739,0,0,
L1_SingleIsoEG26er1p5,45.7,26474,0,0,
L1_SingleIsoEG26er1p5,45.8,53643,0,0,
L1_SingleIsoEG26er2p1,-1,26327,0,0,
L1_SingleIsoEG26er2p1,5.2,26913,0,0,
L1_SingleIsoEG26er2p1,5.3,27004,0,0,
L1_SingleIsoEG26er2p1,9.1,27027,0,0,
L1_SingleIsoEG26er2p1,12.8,26972,0,0,
L1_SingleIsoEG26er2p1,19.9,26899,0,0,
L1_SingleIsoEG26er2p1,20.5,27040,0,0,
L1_SingleIsoEG26er2p1,25.5,26794,0,0,
L1_SingleIsoEG26er2p1,26,27006,0,0,
L1_SingleIsoEG26er2p1,33.7,26805,0,0,
L1_SingleIsoEG26er2p1,33.8,26708,0,0,
L1_SingleIsoEG26er2p1,35.3,26746,0,0,
L1_SingleIsoEG26er2p1,36.4,26788,0,0,
L1_SingleIsoEG26er2p1,36.9,8935,0,0,
L1_SingleIsoEG26er2p1,37,8990,0,0,
L1_SingleIsoEG26er2p1,37.1,53549,0,0,
L1_SingleIsoEG26er2p1,37.2,27016,0,0,
L1_SingleIsoEG26er2p1,37.3,17810,0,0,
L1_SingleIsoEG26er2p1,37.4,44789,0,0,
L1_SingleIsoEG26er2p1,37.5,116099,0,0,
L1_SingleIsoEG26er2p1,37.6,44816,0,0,
L1_SingleIsoEG26er2p1,37.7,85090,0,0,
L1_SingleIsoEG26er2p1,37.8,134244,0,0,
L1_SingleIsoEG26er2p1,37.9,35764,0,0,
L1_SingleIsoEG26er2p1,38,107409,0,0,
L1_SingleIsoEG26er2p1,38.1,67789,0,0,
L1_SingleIsoEG26er2p1,38.2,89480,0,0,
L1_SingleIsoEG26er2p1,38.3,150254,0,0,
L1_SingleIsoEG26er2p1,38.4,134270,0,0,
L1_SingleIsoEG26er2p1,38.5,152188,0,0,
L1_SingleIsoEG26er2p1,38.6,134282,0,0,
L1_SingleIsoEG26er2p1,38.7,80442,0,0,
L1_SingleIsoEG26er2p1,38.8,116273,0,0,
L1_SingleIsoEG26er2p1,38.9,125176,0,0,
L1_SingleIsoEG26er2p1,39,133773,0,0,
L1_SingleIsoEG26er2p1,39.1,80634,0,0,
L1_SingleIsoEG26er2p1,39.2,80541,0,0,
L1_SingleIsoEG26er2p1,39.3,268525,0,0,
L1_SingleIsoEG26er2p1,39.4,125281,0,0,
L1_SingleIsoEG26er2p1,39.5,89405,0,0,
L1_SingleIsoEG26er2p1,39.6,134064,0,0,
L1_SingleIsoEG26er2p1,39.7,107143,0,0,
L1_SingleIsoEG26er2p1,39.8,134224,0,0,
L1_SingleIsoEG26er2p1,39.9,107417,0,0,
L1_SingleIsoEG26er2p1,40,107409,0,0,
L1_SingleIsoEG26er2p1,40.1,160718,0,0,
L1_SingleIsoEG26er2p1,40.2,107394,0,0,
L1_SingleIsoEG26er2p1,40.3,80430,0,0,
L1_SingleIsoEG26er2p1,40.4,187881,0,0,
L1_SingleIsoEG26er2p1,40.5,187992,0,0,
L1_SingleIsoEG26er2p1,40.6,133660,0,0,
L1_SingleIsoEG26er2p1,40.7,241887,0,0,
L1_SingleIsoEG26er2p1,40.8,214725,0,0,
L1_SingleIsoEG26er2p1,40.9,133950,0,0,
L1_SingleIsoEG26er2p1,41,134102,0,0,
L1_SingleIsoEG26er2p1,41.1,267784,0,0,
L1_SingleIsoEG26er2p1,41.2,188008,0,0,
L1_SingleIsoEG26er2p1,41.3,294403,0,0,
L1_SingleIsoEG26er2p1,41.4,223555,0,0,
L1_SingleIsoEG26er2p1,41.5,241025,0,0,
L1_SingleIsoEG26er2p1,41.6,26809,0,0,
L1_SingleIsoEG26er2p1,41.7,214824,0,0,
L1_SingleIsoEG26er2p1,41.8,80470,0,0,
L1_SingleIsoEG26er2p1,41.9,80388,0,0,
L1_SingleIsoEG26er2p1,42.1,107389,0,0,
L1_SingleIsoEG26er2p1,42.2,53605,0,0,
L1_SingleIsoEG26er2p1,42.3,160414,0,0,
L1_SingleIsoEG26er2p1,42.4,26345,0,0,
L1_SingleIsoEG26er2p1,42.5,107250,0,0,
L1_SingleIsoEG26er2p1,42.6,80587,0,0,
L1_SingleIsoEG26er2p1,42.7,134049,0,0,
L1_SingleIsoEG26er2p1,42.8,80368,0,0,
L1_SingleIsoEG26er2p1,42.9,107368,0,0,
L1_SingleIsoEG26er2p1,43,26882,0,0,
L1_SingleIsoEG26er2p1,43.1,53137,0,0,
L1_SingleIsoEG26er2p1,43.2,107197,0,0,
L1_SingleIsoEG26er2p1,43.3,107152,0,0,
L1_SingleIsoEG26er2p1,43.4,80358,0,0,
L1_SingleIsoEG26er2p1,43.5,187630,0,0,
L1_SingleIsoEG26er2p1,43.6,143161,0,0,
L1_SingleIsoEG26er2p1,43.7,107103,0,0,
L1_SingleIsoEG26er2p1,43.8,160451,0,0,
L1_SingleIsoEG26er2p1,43.9,186782,0,0,
L1_SingleIsoEG26er2p1,44,178642,0,0,
L1_SingleIsoEG26er2p1,44.1,133585,0,0,
L1_SingleIsoEG26er2p1,44.2,53536,0,0,
L1_SingleIsoEG26er2p1,44.3,80528,0,0,
L1_SingleIsoEG26er2p1,44.4,53515,0,0,
L1_SingleIsoEG26er2p1,44.5,53616,0,0,
L1_SingleIsoEG26er2p1,44.6,160868,0,0,
L1_SingleIsoEG26er2p1,44.7,106861,0,0,
L1_SingleIsoEG26er2p1,44.8,80492,0,0,
L1_SingleIsoEG26er2p1,44.9,26766,0,0,
L1_SingleIsoEG26er2p1,45,27058,0,0,
L1_SingleIsoEG26er2p1,45.2,26867,0,0,
L1_SingleIsoEG26er2p1,45.4,26823,0,0,
L1_SingleIsoEG26er2p1,45.5,53475,0,0,
L1_SingleIsoEG26er2p1,45.6,26739,0,0,
L1_SingleIsoEG26er2p1,45.7,26474,0,0,
L1_SingleIsoEG26er2p1,45.8,53643,0,0,
L1_SingleIsoEG26er2p5,-1,26327,0,0,
L1_SingleIsoEG26er2p5,5.2,26913,0,0,
L1_SingleIsoEG26er2p5,5.3,27004,0,0,
L1_SingleIsoEG26er2p5,9.1,27027,0,0,
L1_SingleIsoEG26er2p5,12.8,26972,0,0,
L1_SingleIsoEG26er2p5,19.9,26899,0,0,
L1_SingleIsoEG26er2p5,20.5,27040,0,0,
L1_SingleIsoEG26er2p5,25.5,26794,0,0,
L1_SingleIsoEG26er2p5,26,27006,0,0,
L1_SingleIsoEG26er2p5,33.7,26805,0,0,
L1_SingleIsoEG26er2p5,33.8,26708,0,0,
L1_SingleIsoEG26er2p5,35.3,26746,0,0,
L1_SingleIsoEG26er2p5,36.4,26788,0,0,
L1_SingleIsoEG26er2p5,36.9,8935,0,0,
L1_SingleIsoEG26er2p5,37,8990,0,0,
L1_SingleIsoEG26er2p5,37.1,53549,0,0,
L1_SingleIsoEG26er2p5,37.2,27016,0,0,
L1_SingleIsoEG26er2p5,37.3,17810,0,0,
L1_SingleIsoEG26er2p5,37.4,44789,0,0,
L1_SingleIsoEG26er2p5,37.5,116099,0,0,
L1_SingleIsoEG26er2p5,37.6,44816,0,0,
L1_SingleIsoEG26er2p5,37.7,85090,0,0,
L1_SingleIsoEG26er2p5,37.8,134244,0,0,
L1_SingleIsoEG26er2p5,37.9,35764,0,0,
L1_SingleIsoEG26er2p5,38,107409,0,0,
L1_SingleIsoEG26er2p5,38.1,67789,0,0,
L1_SingleIsoEG26er2p5,38.2,89480,0,0,
L1_SingleIsoEG26er2p5,38.3,150254,0,0,
L1_SingleIsoEG26er2p5,38.4,134270,0,0,
L1_SingleIsoEG26er2p5,38.5,152188,0,0,
L1_SingleIsoEG26er2p5,38.6,134282,0,0,
L1_SingleIsoEG26er2p5,38.7,80442,0,0,
L1_SingleIsoEG26er2p5,38.8,116273,0,0,
L1_SingleIsoEG26er2p5,38.9,125176,0,0,
L1_SingleIsoEG26er2p5,39,133773,0,0,
L1_SingleIsoEG26er2p5,39.1,80634,0,0,
L1_SingleIsoEG26er2p5,39.2,80541,0,0,
L1_SingleIsoEG26er2p5,39.3,268525,0,0,
L1_SingleIsoEG26er2p5,39.4,125281,0,0,
L1_SingleIsoEG26er2p5,39.5,89405,0,0,
L1_SingleIsoEG26er2p5,39.6,134064,0,0,
L1_SingleIsoEG26er2p5,39.7,107143,0,0,
L1_SingleIsoEG26er2p5,39.8,134224,0,0,
L1_SingleIsoEG26er2p5,39.9,107417,0,0,
L1_SingleIsoEG26er2p5,40,107409,0,0,
L1_SingleIsoEG26er2p5,40.1,160718,0,0,
L1_SingleIsoEG26er2p5,40.2,107394,0,0,
L1_SingleIsoEG26er2p5,40.3,80430,0,0,
L1_SingleIsoEG26er2p5,40.4,187881,0,0,
L1_SingleIsoEG26er2p5,40.5,187992,0,0,
L1_SingleIsoEG26er2p5,40.6,133660,0,0,
L1_SingleIsoEG26er2p5,40.7,241887,0,0,
L1_SingleIsoEG26er2p5,40.8,214725,0,0,
L1_SingleIsoEG26er2p5,40.9,133950,0,0,
L1_SingleIsoEG26er2p5,41,134102,0,0,
L1_SingleIsoEG26er2p5,41.1,267784,0,0,
L1_SingleIsoEG26er2p5,41.2,188008,0,0,
L1_SingleIsoEG26er2p5,41.3,294403,0,0,
L1_SingleIsoEG26er2p5,41.4,223555,0,0,
L1_SingleIsoEG26er2p5,41.5,241025,0,0,
L1_SingleIsoEG26er2p5,41.6,26809,0,0,
L1_SingleIsoEG26er2p5,41.7,214824,0,0,
L1_SingleIsoEG26er2p5,41.8,80470,0,0,
L1_SingleIsoEG26er2p5,41.9,80388,0,0,
L1_SingleIsoEG26er2p5,42.1,107389,0,0,
L1_SingleIsoEG26er2p5,42.2,53605,0,0,
L1_SingleIsoEG26er2p5,42.3,160414,0,0,
L1_SingleIsoEG26er2p5,42.4,26345,0,0,
L1_SingleIsoEG26er2p5,42.5,107250,0,0,
L1_SingleIsoEG26er2p5,42.6,80587,0,0,
L1_SingleIsoEG26er2p5,42.7,134049,0,0,
L1_SingleIsoEG26er2p5,42.8,80368,0,0,
L1_SingleIsoEG26er2p5,42.9,107368,0,0,
L1_SingleIsoEG26er2p5,43,26882,0,0,
L1_SingleIsoEG26er2p5,43.1,53137,0,0,
L1_SingleIsoEG26er2p5,43.2,107197,0,0,
L1_SingleIsoEG26er2p5,43.3,107152,0,0,
L1_SingleIsoEG26er2p5,43.4,80358,0,0,
L1_SingleIsoEG26er2p5,43.5,187630,0,0,
L1_SingleIsoEG26er2p5,43.6,143161,0,0,
L1_SingleIsoEG26er2p5,43.7,107103,0,0,
L1_SingleIsoEG26er2p5,43.8,160451,0,0,
L1_SingleIsoEG26er2p5,43.9,186782,0,0,
L1_SingleIsoEG26er2p5,44,178642,0,0,
L1_SingleIsoEG26er2p5,44.1,133585,0,0,
L1_SingleIsoEG26er2p5,44.2,53536,0,0,
L1_SingleIsoEG26er2p5,44.3,80528,0,0,
L1_SingleIsoEG26er2p5,44.4,53515,0,0,
L1_SingleIsoEG26er2p5,44.5,53616,0,0,
L1_SingleIsoEG26er2p5,44.6,160868,0,0,
L1_SingleIsoEG26er2p5,44.7,106861,0,0,
L1_SingleIsoEG26er2p5,44.8,80492,0,0,
L1_SingleIsoEG26er2p5,44.9,26766,0,0,
L1_SingleIsoEG26er2p5,45,27058,0,0,
L1_SingleIsoEG26er2p5,45.2,26867,0,0,
L1_SingleIsoEG26er2p5,45.4,26823,0,0,
L1_SingleIsoEG26er2p5,45.5,53475,0,0,
L1_SingleIsoEG26er2p5,45.6,26739,0,0,
L1_SingleIsoEG26er2p5,45.7,26474,0,0,
L1_SingleIsoEG26er2p5,45.8,53643,0,0,
L1_SingleIsoEG28_FWD2p5,-1,26327,0,0,
L1_SingleIsoEG28_FWD2p5,5.2,26913,0,0,
L1_SingleIsoEG28_FWD2p5,5.3,27004,0,0,
L1_SingleIsoEG28_FWD2p5,9.1,27027,0,0,
L1_SingleIsoEG28_FWD2p5,12.8,26972,0,0,
L1_SingleIsoEG28_FWD2p5,19.9,26899,0,0,
L1_SingleIsoEG28_FWD2p5,20.5,27040,0,0,
L1_SingleIsoEG28_FWD2p5,25.5,26794,0,0,
L1_SingleIsoEG28_FWD2p5,26,27006,0,0,
L1_SingleIsoEG28_FWD2p5,33.7,26805,0,0,
L1_SingleIsoEG28_FWD2p5,33.8,26708,0,0,
L1_SingleIsoEG28_FWD2p5,35.3,26746,0,0,
L1_SingleIsoEG28_FWD2p5,36.4,26788,0,0,
L1_SingleIsoEG28_FWD2p5,36.9,8935,0,0,
L1_SingleIsoEG28_FWD2p5,37,8990,0,0,
L1_SingleIsoEG28_FWD2p5,37.1,53549,0,0,
L1_SingleIsoEG28_FWD2p5,37.2,27016,0,0,
L1_SingleIsoEG28_FWD2p5,37.3,17810,0,0,
L1_SingleIsoEG28_FWD2p5,37.4,44789,0,0,
L1_SingleIsoEG28_FWD2p5,37.5,116099,0,0,
L1_SingleIsoEG28_FWD2p5,37.6,44816,0,0,
L1_SingleIsoEG28_FWD2p5,37.7,85090,0,0,
L1_SingleIsoEG28_FWD2p5,37.8,134244,0,0,
L1_SingleIsoEG28_FWD2p5,37.9,35764,0,0,
L1_SingleIsoEG28_FWD2p5,38,107409,0,0,
L1_SingleIsoEG28_FWD2p5,38.1,67789,0,0,
L1_SingleIsoEG28_FWD2p5,38.2,89480,0,0,
L1_SingleIsoEG28_FWD2p5,38.3,150254,0,0,
L1_SingleIsoEG28_FWD2p5,38.4,134270,0,0,
L1_SingleIsoEG28_FWD2p5,38.5,152188,0,0,
L1_SingleIsoEG28_FWD2p5,38.6,134282,0,0,
L1_SingleIsoEG28_FWD2p5,38.7,80442,0,0,
L1_SingleIsoEG28_FWD2p5,38.8,116273,0,0,
L1_SingleIsoEG28_FWD2p5,38.9,125176,0,0,
L1_SingleIsoEG28_FWD2p5,39,133773,0,0,
L1_SingleIsoEG28_FWD2p5,39.1,80634,0,0,
L1_SingleIsoEG28_FWD2p5,39.2,80541,0,0,
L1_SingleIsoEG28_FWD2p5,39.3,268525,0,0,
L1_SingleIsoEG28_FWD2p5,39.4,125281,0,0,
L1_SingleIsoEG28_FWD2p5,39.5,89405,0,0,
L1_SingleIsoEG28_FWD2p5,39.6,134064,0,0,
L1_SingleIsoEG28_FWD2p5,39.7,107143,0,0,
L1_SingleIsoEG28_FWD2p5,39.8,134224,0,0,
L1_SingleIsoEG28_FWD2p5,39.9,107417,0,0,
L1_SingleIsoEG28_FWD2p5,40,107409,0,0,
L1_SingleIsoEG28_FWD2p5,40.1,160718,0,0,
L1_SingleIsoEG28_FWD2p5,40.2,107394,0,0,
L1_SingleIsoEG28_FWD2p5,40.3,80430,0,0,
L1_SingleIsoEG28_FWD2p5,40.4,187881,0,0,
L1_SingleIsoEG28_FWD2p5,40.5,187992,0,0,
L1_SingleIsoEG28_FWD2p5,40.6,133660,0,0,
L1_SingleIsoEG28_FWD2p5,40.7,241887,0,0,
L1_SingleIsoEG28_FWD2p5,40.8,214725,0,0,
L1_SingleIsoEG28_FWD2p5,40.9,133950,0,0,
L1_SingleIsoEG28_FWD2p5,41,134102,0,0,
L1_SingleIsoEG28_FWD2p5,41.1,267784,0,0,
L1_SingleIsoEG28_FWD2p5,41.2,188008,0,0,
L1_SingleIsoEG28_FWD2p5,41.3,294403,0,0,
L1_SingleIsoEG28_FWD2p5,41.4,223555,0,0,
L1_SingleIsoEG28_FWD2p5,41.5,241025,0,0,
L1_SingleIsoEG28_FWD2p5,41.6,26809,0,0,
L1_SingleIsoEG28_FWD2p5,41.7,214824,0,0,
L1_SingleIsoEG28_FWD2p5,41.8,80470,0,0,
L1_SingleIsoEG28_FWD2p5,41.9,80388,0,0,
L1_SingleIsoEG28_FWD2p5,42.1,107389,0,0,
L1_SingleIsoEG28_FWD2p5,42.2,53605,0,0,
L1_SingleIsoEG28_FWD2p5,42.3,160414,0,0,
L1_SingleIsoEG28_FWD2p5,42.4,26345,0,0,
L1_SingleIsoEG28_FWD2p5,42.5,107250,0,0,
L1_SingleIsoEG28_FWD2p5,42.6,80587,0,0,
L1_SingleIsoEG28_FWD2p5,42.7,134049,0,0,
